   2   1   1   0    1.2903
   2   1   3   0    0.9384
   2   1   4   0    0.3823
   2   1   5   0    0.2280
   2   1   6   0    0.1582
   2   1   7   0    0.1190
   2   1   8   0    0.0942
   2   1   9   0    0.0771
   2   1  10   0    0.0648
   2   1  11   0    0.0555
   2   1  12   0    0.0483
   2   1  13   0    0.0425
   2   1  14   0    0.0378
   2   1  15   0    0.0339
   2   1  16   0    0.0307
   2   1  17   0    0.0280
   2   1  18   0    0.0256
   2   1  19   0    0.0235
   2   1  20   0    0.0218
   2   1  21   0    0.0202
   2   1  22   0    0.0188
   2   1  23   0    0.0176
   2   1  24   0    0.0165
   2   1  25   0    0.0155
   2   1  26   0    0.0146
   2   1  27   0    0.0138
   2   1  28   0    0.0130
   2   1  29   0    0.0124
   2   1  30   0    0.0117
   2   1  31   0    0.0112
   2   1  32   0    0.0106
   2   1  33   0    0.0102
   2   1  34   0    0.0097
   2   1  35   0    0.0093
   2   1  36   0    0.0089
   2   1  37   0    0.0085
   2   1  38   0    0.0082
   2   1  39   0    0.0079
   2   1  40   0    0.0076
   3   1   1   0    0.5167
   3   1   2   0    3.0648
   3   1   4   0    2.4435
   3   1   5   0    0.9696
   3   1   6   0    0.5723
   3   1   7   0    0.3958
   3   1   8   0    0.2978
   3   1   9   0    0.2361
   3   1  10   0    0.1940
   3   1  11   0    0.1635
   3   1  12   0    0.1405
   3   1  13   0    0.1226
   3   1  14   0    0.1083
   3   1  15   0    0.0966
   3   1  16   0    0.0870
   3   1  17   0    0.0789
   3   1  18   0    0.0720
   3   1  19   0    0.0661
   3   1  20   0    0.0609
   3   1  21   0    0.0564
   3   1  22   0    0.0525
   3   1  23   0    0.0489
   3   1  24   0    0.0458
   3   1  25   0    0.0430
   3   1  26   0    0.0405
   3   1  27   0    0.0382
   3   1  28   0    0.0361
   3   1  29   0    0.0342
   3   1  30   0    0.0325
   3   1  31   0    0.0309
   3   1  32   0    0.0294
   3   1  33   0    0.0281
   3   1  34   0    0.0268
   3   1  35   0    0.0256
   3   1  36   0    0.0246
   3   1  37   0    0.0236
   3   1  38   0    0.0226
   3   1  39   0    0.0218
   3   1  40   0    0.0209
   3   2   2   1    4.7480
   3   2   4   1    1.3023
   3   2   5   1    0.4828
   3   2   6   1    0.2753
   3   2   7   1    0.1866
   3   2   8   1    0.1387
   3   2   9   1    0.1090
   3   2  10   1    0.0890
   3   2  11   1    0.0747
   3   2  12   1    0.0639
   3   2  13   1    0.0556
   3   2  14   1    0.0491
   3   2  15   1    0.0437
   3   2  16   1    0.0393
   3   2  17   1    0.0356
   3   2  18   1    0.0324
   3   2  19   1    0.0297
   3   2  20   1    0.0274
   3   2  21   1    0.0254
   3   2  22   1    0.0236
   3   2  23   1    0.0220
   3   2  24   1    0.0206
   3   2  25   1    0.0193
   3   2  26   1    0.0182
   3   2  27   1    0.0171
   3   2  28   1    0.0162
   3   2  29   1    0.0153
   3   2  30   1    0.0146
   3   2  31   1    0.0138
   3   2  32   1    0.0132
   3   2  33   1    0.0126
   3   2  34   1    0.0120
   3   2  35   1    0.0115
   3   2  36   1    0.0110
   3   2  37   1    0.0106
   3   2  38   1    0.0101
   3   2  39   1    0.0097
   3   2  40   1    0.0094
   4   1   1   0    0.3046
   4   1   2   0    1.2823
   4   1   3   0    5.4693
   4   1   5   0    4.6003
   4   1   6   0    1.7883
   4   1   7   0    1.0437
   4   1   8   0    0.7177
   4   1   9   0    0.5386
   4   1  10   0    0.4267
   4   1  11   0    0.3506
   4   1  12   0    0.2957
   4   1  13   0    0.2544
   4   1  14   0    0.2223
   4   1  15   0    0.1967
   4   1  16   0    0.1759
   4   1  17   0    0.1586
   4   1  18   0    0.1440
   4   1  19   0    0.1317
   4   1  20   0    0.1210
   4   1  21   0    0.1117
   4   1  22   0    0.1036
   4   1  23   0    0.0965
   4   1  24   0    0.0901
   4   1  25   0    0.0845
   4   1  26   0    0.0794
   4   1  27   0    0.0748
   4   1  28   0    0.0706
   4   1  29   0    0.0668
   4   1  30   0    0.0634
   4   1  31   0    0.0602
   4   1  32   0    0.0573
   4   1  33   0    0.0547
   4   1  34   0    0.0522
   4   1  35   0    0.0499
   4   1  36   0    0.0478
   4   1  37   0    0.0458
   4   1  38   0    0.0440
   4   1  39   0    0.0423
   4   1  40   0    0.0406
   4   2   2   1    1.7097
   4   2   3   1    7.5654
   4   2   5   1    3.0453
   4   2   6   1    1.1229
   4   2   7   1    0.6365
   4   2   8   1    0.4299
   4   2   9   1    0.3188
   4   2  10   1    0.2504
   4   2  11   1    0.2045
   4   2  12   1    0.1717
   4   2  13   1    0.1472
   4   2  14   1    0.1283
   4   2  15   1    0.1133
   4   2  16   1    0.1011
   4   2  17   1    0.0910
   4   2  18   1    0.0825
   4   2  19   1    0.0754
   4   2  20   1    0.0692
   4   2  21   1    0.0639
   4   2  22   1    0.0592
   4   2  23   1    0.0551
   4   2  24   1    0.0514
   4   2  25   1    0.0482
   4   2  26   1    0.0452
   4   2  27   1    0.0426
   4   2  28   1    0.0402
   4   2  29   1    0.0381
   4   2  30   1    0.0361
   4   2  31   1    0.0343
   4   2  32   1    0.0326
   4   2  33   1    0.0311
   4   2  34   1    0.0297
   4   2  35   1    0.0284
   4   2  36   1    0.0272
   4   2  37   1    0.0261
   4   2  38   1    0.0250
   4   2  39   1    0.0240
   4   2  40   1    0.0231
   4   3   3   2   10.2303
   4   3   5   2    1.6613
   4   3   6   2    0.5649
   4   3   7   2    0.3064
   4   3   8   2    0.2014
   4   3   9   2    0.1467
   4   3  10   2    0.1138
   4   3  11   2    0.0921
   4   3  12   2    0.0768
   4   3  13   2    0.0655
   4   3  14   2    0.0568
   4   3  15   2    0.0500
   4   3  16   2    0.0445
   4   3  17   2    0.0400
   4   3  18   2    0.0362
   4   3  19   2    0.0330
   4   3  20   2    0.0303
   4   3  21   2    0.0279
   4   3  22   2    0.0258
   4   3  23   2    0.0240
   4   3  24   2    0.0224
   4   3  25   2    0.0210
   4   3  26   2    0.0197
   4   3  27   2    0.0185
   4   3  28   2    0.0175
   4   3  29   2    0.0165
   4   3  30   2    0.0157
